영화명,제작연도,장르
스타탄생,1976,"드라마,멜로/로맨스,뮤지컬"
7인의 독수리,1976,"액션,어드벤처"
상어이빨,1976,다큐멘터리
미드웨이,1976,"드라마,액션,전쟁"
정오에서 3시까지,1976,"드라마,멜로/로맨스,서부극(웨스턴),코미디"
돌아온 이소룡,1976,드라마
부메랑,1976,"드라마,범죄,스릴러"
택시 드라이버,1976,"드라마,스릴러"
사바나,1976,"공포(호러),다큐멘터리"
마라톤맨,1976,드라마
더티 해리3-집행자,1976,"범죄,액션"
유성호 접검,1976,액션
킹콩,1976,"SF,스릴러,액션,판타지"
신묵시록,1976,드라마
봉신방,1976,"액션,코미디,판타지,애니메이션"
필사의 탈출,1976,드라마
립스틱,1976,드라마
보디게임,1976,드라마
빅 라켓,1976,"공포(호러),범죄"
세리안느의 스캔들,1976,드라마
엔조이 부인,1976,드라마
정무권,1976,액션
추하 내사랑,1977,"드라마,멜로/로맨스"
흑도,1977,"사극,액션"
속 정무문,1977,"사극,액션"
불타는 정무문,1977,"사극,액션"
별 3형제,1977,드라마
쌍무지개 뜨는언덕,1977,드라마
야행,1977,"드라마,멜로/로맨스"
미지와의 조우,1977,드라마
끌로드 부인,1977,"드라마,멜로/로맨스"
태권동자 마루치 아라치,1977,"SF,애니메이션"
스타워즈,1977,"SF,가족,액션,어드벤처,전쟁"
여기자 20년,1977,"드라마,사극"
토요일 밤의 열기,1977,"드라마,멜로/로맨스,뮤지컬"
이레이저 헤드,1977,"공포(호러),판타지,드라마"
멀고 먼 다리,1977,"드라마,액션,전쟁"
고교 깡돌이,1977,"드라마,멜로/로맨스"
사대독자,1977,"드라마,사극,액션"
초분,1977,드라마
영광의 9회말,1977,"드라마,멜로/로맨스"
얄개행진곡,1977,"멜로/로맨스,드라마"
진짜 진짜 좋아해,1977,드라마
저 높은 곳을 향하여,1977,드라마
화니 피플,1977,코미디
화려한 외출,1977,"드라마,멜로/로맨스"
황금탈출,1977,액션
원 웨이 티켓,1977,액션
빠드레 빠드로네,1977,드라마
레 갱,1977,"액션,범죄"
쌍용비객,1977,"드라마,사극,액션"
신 당산대형,1977,"드라마,사극,액션"
17인의 프로페셔날,1977,"액션,드라마,전쟁"
깊은밤 깊은 곳에,1977,드라마
왕자와 거지,1977,"가족,드라마,어드벤처"
전웅 맥아더,1977,"드라마,전쟁"
신밧드 대모험 호랑이 눈알,1977,"가족,액션,어드벤처,판타지"
여성의 신비,1977,"다큐멘터리,드라마"
라스트 부르맨,1977,"드라마,전쟁"
소림사 십대제자,1977,액션
홀리데이 킬러,1977,"SF,공포(호러),스릴러"
소림사 흑표,1977,"사극,액션"
최후의 정무문,1977,액션
엄마없는 하늘아래2,1977,"드라마,멜로/로맨스"
소림통천문,1977,"드라마,사극,액션"
나비소녀,1977,"드라마,멜로/로맨스"
코메리칸의 낮과 밤,1977,"드라마,멜로/로맨스"
사대맹룡,1977,액션
미스 양의 모험,1977,"드라마,멜로/로맨스"
악어의 공포,1977,"공포(호러),드라마,액션"
여고얄개,1977,"드라마,멜로/로맨스"
금호문,1977,사극
돌아와요 부산항,1977,"드라마,멜로/로맨스"
제3부두 고슴도치,1977,"드라마,미스터리,범죄,액션"
쌍면객,1977,"드라마,사극,액션"
용왕삼태자,1977,"사극,액션"
고교 유단자,1977,"드라마,멜로/로맨스"
중원호객,1977,"사극,액션"
풍협과객,1977,"드라마,사극,액션"
표적,1977,드라마
삼인호객,1977,"드라마,사극,액션"
우리들 세계,1977,"드라마,멜로/로맨스"
불타는 소녀,1977,"드라마,멜로/로맨스"
남궁동자,1977,"드라마,멜로/로맨스"
산불,1977,드라마
4대철인,1977,"사극,액션"
무적 600만불,1977,"SF,사극,액션"
소문난 고교생,1977,"드라마,멜로/로맨스,코미디"
자! 지금부터야,1977,"드라마,멜로/로맨스"
처녀의 성,1977,"드라마,멜로/로맨스"
캐논 청진공작,1977,"액션,전쟁"
둘빼기 셋,1977,"드라마,멜로/로맨스"
엄마 없는 하늘 아래,1977,"가족,드라마,멜로/로맨스"
괴짜만세,1977,"드라마,멜로/로맨스"
설국,1977,드라마
고교 꺼꾸리군 장다리군,1977,"드라마,멜로/로맨스"
고교 우량아,1977,"드라마,멜로/로맨스"
귀문의 왼발잡이,1977,"사극,액션"
첫눈이 내릴때,1977,"드라마,멜로/로맨스"
충열도,1977,"사극,액션"
유성검,1977,"사극,액션"
이 다음에 우리는,1977,"드라마,멜로/로맨스"
전자인간 337,1977,"SF,애니메이션,액션"
굿바이 브루스 리,1977,"다큐멘터리,액션"
디프,1977,드라마
007 나를 사랑한 스파이,1977,"스릴러,액션"
라미나스,1977,드라마
아바,1977,"다큐멘터리,드라마"
대참사,1977,다큐멘터리
엑소시스트 2,1977,"공포(호러),드라마"
체이사,1977,드라마
이소룡 일대기 생과 사,1977,다큐멘터리
차타레 부인,1977,"멜로/로맨스,드라마"
벤지 2,1977,드라마
라스트 카니발,1977,공포(호러)
디제스타,1977,"액션,드라마,스릴러"
날아라 원더공주,1977,애니메이션
난중일기,1977,드라마
누구에게 줄까요,1977,코미디
미스터 굿바를 찾아서,1977,드라마
빌리티스,1977,드라마
악령의 숨소리,1977,"공포(호러),다큐멘터리"
와이프 미스 트리스,1977,코미디
히틀러,1977,드라마
중원대협,1978,"사극,액션"
비목(碑木),1978,"드라마,멜로/로맨스"
대사부,1978,"사극,액션"
열정의 제국,1978,"공포(호러),드라마"
디어헌터,1978,"드라마,전쟁"
소림천하,1978,액션
부초,1978,"드라마,멜로/로맨스"
죽음의 다섯손가락,1978,액션
지붕위의 남자,1978,드라마
제갈맹순이,1978,멜로/로맨스
갯마을,1978,"드라마,멜로/로맨스"
흙,1978,드라마
속 별들의 고향,1978,멜로/로맨스
웃음소리,1978,"드라마,멜로/로맨스"
나는 77번 아가씨,1978,멜로/로맨스
투 워리어스,1978,"액션,드라마"
비도권운산,1978,액션
그리스,1978,"뮤지컬,멜로/로맨스"
그릭 타이쿤,1978,드라마
외팔이 권왕,1978,"드라마,액션"
천하 제일권,1978,"드라마,액션"
소림삼십육방,1978,"액션,드라마"
별나라 삼총사,1978,애니메이션
길,1978,멜로/로맨스
필링러브,1978,드라마
V2 폭파대작전,1978,"액션,어드벤처,전쟁,코미디"
지옥의 특전대,1978,"드라마,액션,어드벤처,전쟁"
달마 혈리표,1978,액션
메두사,1978,드라마
무림천하,1978,액션
여수,1978,"드라마,멜로/로맨스"
세종대왕,1978,사극
호국팔만대장경,1978,"드라마,사극,전쟁"
낙조,1978,"드라마,멜로/로맨스"
칠협팔의,1978,"사극,액션"
오룡대협,1978,"드라마,액션,전쟁"
소림관문돌파,1978,"드라마,사극,액션"
절정,1978,"드라마,멜로/로맨스"
상처,1978,드라마
병아리들의 잔칫날,1978,"드라마,멜로/로맨스"
너의 창에 불이 꺼지고,1978,"가족,드라마,멜로/로맨스"
소리치는 깃발,1978,"드라마,멜로/로맨스"
철새들의 축제,1978,드라마
마지막 겨울,1978,"드라마,멜로/로맨스"
십이대천왕,1978,"드라마,액션"
소림사 십대장문,1978,"사극,액션"
사대통의 문,1978,"사극,액션"
고교고단자,1978,"드라마,멜로/로맨스"
오륙도 이무기,1978,드라마
고교명랑교실,1978,"드라마,멜로/로맨스"
관세음보살,1978,드라마
파천신권,1978,"드라마,사극,액션"
개선문,1978,"드라마,멜로/로맨스"
영아의 고백,1978,"드라마,멜로/로맨스"
소림백호문,1978,"사극,액션"
오대제자,1978,"드라마,사극,액션"
체험,1978,드라마
우리들의 고교시대,1978,"드라마,멜로/로맨스"
청춘의 문,1978,"드라마,멜로/로맨스"
정무신권,1978,"드라마,액션"
비호상쟁(飛虎相爭),1978,액션
사학비권(蛇鶴秘拳),1978,액션
사형도수,1978,"액션,전쟁"
무적 가라데,1978,액션
취권,1978,"액션,코미디"
사랑이 머무는 곳에,1978,드라마
오멘 2,1978,공포(호러)
죠스 2,1978,"공포(호러),스릴러"
슈퍼맨,1978,"SF,가족,드라마,액션,어드벤처"
스웜,1978,"공포(호러),액션"
나일 살인사건,1978,미스터리
파울플레이,1978,코미디
미드나잇 익스프레스,1978,"드라마,범죄,스릴러"
파워플레이,1978,"스릴러,드라마"
다섯 번 갈아탄 버스,1978,드라마
노래에 사랑싣고,1978,드라마
굿바이 엠마뉴엘,1978,멜로/로맨스
77단의 비밀,1978,"드라마,애니메이션,액션"
은하함대 지구호,1979,애니메이션
비취호리,1979,액션
마리아 브라운의 결혼,1979,드라마
지옥의 사자들,1979,액션
에이리언즈 원,1979,"SF,공포(호러)"
페세이지,1979,액션
콘돌,1979,"드라마,스릴러"
양철북,1979,"드라마,전쟁"
달마신공,1979,액션
화조,1979,"드라마,멜로/로맨스"
느미,1979,"드라마,멜로/로맨스"
우요일,1979,"드라마,멜로/로맨스"
마음 약해서,1979,코미디
축 총각졸업,1979,"드라마,코미디"
아리송해,1979,"드라마,코미디"
아니 벌써,1979,"드라마,코미디"
매드맥스,1979,"SF,액션"
경찰관,1979,"드라마,멜로/로맨스"
족보,1979,"드라마,멜로/로맨스"
돛대도 아니달고,1979,"드라마,멜로/로맨스"
12인의 하숙생,1979,"드라마,멜로/로맨스"
병태와 영자,1979,드라마
사랑의 조건,1979,"드라마,멜로/로맨스"
전우가 남긴 한마디,1979,전쟁
야시,1979,"드라마,사극"
가을비 우산속에,1979,"드라마,멜로/로맨스"
죽음보다 깊은 잠,1979,"드라마,멜로/로맨스,사극"
꽃순이를 아시나요,1979,"드라마,멜로/로맨스"
잡가소수,1979,액션
소림사,1979,액션
가시를 삼킨 장미,1979,"드라마,멜로/로맨스"
꽃밭에 나비,1979,"드라마,멜로/로맨스"
그대 머무는 곳에,1979,드라마
보물섬,1979,"애니메이션,액션"
모스크바는 눈물을 믿지 않는다,1979,드라마
추격자,1979,액션
사문의 승객,1979,"드라마,멜로/로맨스,범죄"
혈육마방,1979,"드라마,액션"
크레이머 크레이머,1979,드라마
챔프,1979,드라마
삼국지,1979,"사극,애니메이션,액션"
비룡문,1979,액션
신권비객,1979,"드라마,액션"
무림대협,1979,액션
오빠가 있다,1979,"드라마,액션"
하늘아래 슬픔이,1979,"드라마,멜로/로맨스"
하노버스트리트,1979,"드라마,멜로/로맨스"
킬러 케이트,1979,공포(호러)
파비안느,1979,"액션,전쟁"
쿵후,1979,"다큐멘터리,액션"
리벤저,1979,액션
대열차강도,1979,드라마
허리케인,1979,드라마
천도 만리추,1979,액션
남자 가정부,1979,코미디
너는 내 운명,1979,"드라마,멜로/로맨스"
순악질 여사,1979,코미디
모모는 철부지,1979,"드라마,멜로/로맨스"
타인의 방,1979,"드라마,멜로/로맨스"
독신녀,1979,"드라마,멜로/로맨스"
순자야,1979,"드라마,멜로/로맨스"
단짝,1979,"가족,드라마"
지옥의 49일,1979,드라마
심봤다,1979,"드라마,멜로/로맨스"
밤이면 내리는 비,1979,"드라마,멜로/로맨스"
누가 이 아픔을,1979,"드라마,멜로/로맨스,전쟁"
나팔수,1979,"드라마,멜로/로맨스"
청춘의 덫,1979,"드라마,멜로/로맨스"
땅콩껍질속의 연가,1979,"드라마,멜로/로맨스"
사랑이 깊어질 때,1979,"드라마,멜로/로맨스"
O양의 아파트 2,1979,"드라마,멜로/로맨스"
석양의 십번가,1979,"드라마,멜로/로맨스"
시라소니,1979,액션
돌의 초상,1979,드라마
맨발의 청춘,1979,"드라마,멜로/로맨스"
학을 그리는 여인,1979,드라마
물도리 동,1979,드라마
당산비권,1979,액션
이십육×삼백육십오=0,1979,"드라마,멜로/로맨스"
나녀,1979,"드라마,전쟁"
O녀,1979,"드라마,멜로/로맨스,미스터리,스릴러"
내일 또 내일,1979,드라마
로맨스 그레이,1979,"드라마,멜로/로맨스"
우리는 밤차를 탔읍니다,1979,"드라마,멜로/로맨스"
천국의 문,1979,드라마
인자무적,1979,액션
1941,1979,코미디
브레이킹 어웨이,1979,"가족,드라마,코미디"
록키 2,1979,드라마
롤러 부기,1979,드라마
메인 이벤트,1979,코미디
토도스의 11인,1979,드라마
썬번,1979,코미디
에스케이프 아테네,1979,"전쟁,액션"
남북취권,1979,액션
도깨비 감투,1979,"가족,애니메이션,판타지"
드라큐라,1979,공포(호러)
슬픈로라,1979,드라마
신방세옥/소림방세옥,1979,액션
우주흑기사,1979,"SF,애니메이션,액션"
죤콜린스의 사생활,1979,코미디
태극소년 흰독수리,1979,"SF,가족,애니메이션"
텐,1979,"드라마,코미디"
007 문레이커,1979,액션
사람의 아들,1980,드라마
바람불어 좋은 날,1980,드라마
샤이닝,1980,"공포(호러),스릴러"
사막의 라이온,1980,"드라마,전쟁"
15소년 우주 표류기,1980,"SF,애니메이션"
매일 죽는 남자,1980,"드라마,미스터리,범죄,스릴러"
최후의 증인,1980,"드라마,범죄,전쟁"
괴시,1980,"SF,공포(호러),미스터리"
짝코,1980,"드라마,범죄,스릴러"
슬픔은 이제 그만,1980,"드라마,멜로/로맨스"
어느 여대생의 고백,1980,"드라마,멜로/로맨스"
통천노호,1980,액션
미워도 다시 한번 '80,1980,"드라마,멜로/로맨스"
난 모르겠네,1980,"드라마,코미디"
형님먼저 아우먼저,1980,"가족,코미디"
아메리칸 플레이보이,1980,"드라마,범죄,스릴러"
피막,1980,"공포(호러),드라마,미스터리"
물보라,1980,"드라마,멜로/로맨스"
노명검,1980,"액션,사극"
속 병태와 영자,1980,드라마
사망탑,1980,"드라마,미스터리,범죄,액션"
강변부인,1980,"드라마,멜로/로맨스"
뭔가 보여드리겠읍니다,1980,코미디
사제출마,1980,액션
블루스 브라더스,1980,코미디
명검,1980,스릴러
펜트하우스의 칼리귤라,1980,드라마
귀타귀,1980,"공포(호러),액션"
깃발없는 기수,1980,드라마
그 사랑 한이 되어,1980,"드라마,멜로/로맨스"
꼭지 꼭지,1980,"가족,드라마"
귀화산장,1980,"공포(호러),미스터리,범죄"
괴초 도사,1980,"드라마,액션"
겨울에 내리는 봄비,1980,멜로/로맨스
겨울사랑,1980,"드라마,멜로/로맨스"
그때 그 사람,1980,드라마
그레이트 볼카노,1980,드라마
개구장이 천사들,1980,"가족,드라마,애니메이션"
공포의 수학열차,1980,"공포(호러),스릴러"
창밖의 여자,1980,"드라마,멜로/로맨스,범죄"
블루라군,1980,"드라마,어드벤처"
귀타귀 '90,1980,"공포(호러),코미디"
돌아온 용쟁호투,1980,액션
산중전기,1980,"드라마,액션,판타지"
제국의 역습,1980,"SF,액션,어드벤처,판타지"
카게무샤,1980,"드라마,사극"
캔스톱 뮤직,1980,드라마
무림 5걸,1980,액션
밤의 찬가,1980,"드라마,멜로/로맨스"
30일간의 야유회,1980,드라마
비색,1980,드라마
옥타곤,1980,액션
스티브 맥퀸의 헌터,1980,"액션,스릴러"
키스미,1980,코미디
록큰롤 24시,1980,드라마
바다의 늑대들,1980,액션
쟈글라,1980,액션
데드 쉽,1980,"공포(호러),스릴러"
사묘학권,1980,액션
크레이지 걸 화니보이,1980,코미디
인무가인,1980,액션
일소일권,1980,"드라마,범죄,액션"
용권사수,1980,액션
혈도살수,1980,액션
최인호의 병태 만세,1980,드라마
요,1980,"공포(호러),드라마,범죄,스릴러"
별명 붙은 사나이,1980,"드라마,액션"
춘자는 못말려,1980,"드라마,코미디"
두 여인,1980,"드라마,멜로/로맨스"
여호신,1980,"드라마,범죄,액션"
팔불출,1980,사극
이주일의 리빠동 사장,1980,코미디
메아리,1980,"드라마,범죄"
이 세상 다 준다 해도,1980,"드라마,멜로/로맨스"
야성의 처녀,1980,"드라마,멜로/로맨스"
소림용문방,1980,"드라마,액션"
조용히 살고 싶다,1980,"드라마,범죄,코미디"
불새,1980,드라마
쌍웅,1980,"액션,사극"
원권,1980,액션
하얀 미소,1980,드라마
하늘이 부를때까지,1980,드라마
땅울림,1980,"드라마,액션,전쟁"
미워할 수 없는 너,1980,"드라마,멜로/로맨스"
아픈 성숙,1980,"드라마,멜로/로맨스"
아낌없이 바쳤는데,1980,"드라마,멜로/로맨스"
복부인,1980,"드라마,범죄,코미디"
탈명비주,1980,"드라마,액션"
해뜨는 집,1980,"가족,드라마"
달려라 풍선,1980,드라마
바다로 간 목마,1980,"드라마,멜로/로맨스"
복권,1980,액션
